id,kind,title,abstract,org,year,status,url,source,is_synthetic
SYN-00723,paper,Scalable lithium alloy and cathode materials for battery and magnet applications,This paper describes a lithium alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,KABIL,2025,Published,,SYNTHETIC-DEMO,True
SYN-00724,patent,Novel open-pit mining planning method for lithium ore bodies,This patent describes a open-pit mining planning method for lithium ore bodies. Results indicate higher recovery and lower energy use than conventional routes.,IISc Bangalore,2018,Granted,,SYNTHETIC-DEMO,True
SYN-00725,patent,Low-cost lithium alloy and cathode materials for battery and magnet applications,This patent describes a lithium alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,IISc Bangalore,2024,Under examination,,SYNTHETIC-DEMO,True
SYN-00726,patent,Selective hydrometallurgy route using acid leaching and solvent extraction for nickel refining,This patent describes a hydrometallurgy route using acid leaching and solvent extraction for nickel refining. Results indicate higher recovery and lower energy use than conventional routes.,IIT (ISM) Dhanbad,2019,Granted,,SYNTHETIC-DEMO,True
SYN-00727,patent,Improved nickel alloy and cathode materials for battery and magnet applications,This patent describes a nickel alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,IISc Bangalore,2025,Published,,SYNTHETIC-DEMO,True
SYN-00728,patent,Selective rare earth alloy and cathode materials for battery and magnet applications,This patent describes a rare earth alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,CSIR-IMMT,2022,Published,,SYNTHETIC-DEMO,True
SYN-00729,patent,Improved geochemical survey and remote sensing approach for rare earth exploration,This patent describes a geochemical survey and remote sensing approach for rare earth exploration. Results indicate higher recovery and lower energy use than conventional routes.,IIT Kharagpur,2024,Published,,SYNTHETIC-DEMO,True
SYN-00730,paper,Energy-efficient open-pit mining planning method for vanadium ore bodies,This paper describes a open-pit mining planning method for vanadium ore bodies. Results indicate higher recovery and lower energy use than conventional routes.,IIT Bombay,2025,Published,,SYNTHETIC-DEMO,True
SYN-00731,patent,Scalable froth flotation and magnetic separation process for beneficiation of nickel ore,This patent describes a froth flotation and magnetic separation process for beneficiation of nickel ore. Results indicate higher recovery and lower energy use than conventional routes.,CSIR-NML,2018,Published,,SYNTHETIC-DEMO,True
SYN-00732,paper,Selective froth flotation and magnetic separation process for beneficiation of nickel ore,This paper describes a froth flotation and magnetic separation process for beneficiation of nickel ore. Results indicate higher recovery and lower energy use than conventional routes.,BARC,2021,Published,,SYNTHETIC-DEMO,True
SYN-00733,paper,Novel recycling process for graphite recovery from spent batteries and e-waste,This paper describes a recycling process for graphite recovery from spent batteries and e-waste. Results indicate higher recovery and lower energy use than conventional routes.,CSIR-IMMT,2024,Published,,SYNTHETIC-DEMO,True
SYN-00734,paper,Energy-efficient hydrometallurgy route using acid leaching and solvent extraction for rare earth refining,This paper describes a hydrometallurgy route using acid leaching and solvent extraction for rare earth refining. Results indicate higher recovery and lower energy use than conventional routes.,NFTDC,2014,Published,,SYNTHETIC-DEMO,True
SYN-00735,patent,Scalable geochemical survey and remote sensing approach for lithium exploration,This patent describes a geochemical survey and remote sensing approach for lithium exploration. Results indicate higher recovery and lower energy use than conventional routes.,CSIR-NML,2018,Published,,SYNTHETIC-DEMO,True
SYN-00736,patent,Low-cost geochemical survey and remote sensing approach for lithium exploration,This patent describes a geochemical survey and remote sensing approach for lithium exploration. Results indicate higher recovery and lower energy use than conventional routes.,IREL,2023,Under examination,,SYNTHETIC-DEMO,True
SYN-00737,patent,Novel geochemical survey and remote sensing approach for lithium exploration,This patent describes a geochemical survey and remote sensing approach for lithium exploration. Results indicate higher recovery and lower energy use than conventional routes.,KABIL,2025,Granted,,SYNTHETIC-DEMO,True
SYN-00738,paper,Scalable froth flotation and magnetic separation process for beneficiation of graphite ore,This paper describes a froth flotation and magnetic separation process for beneficiation of graphite ore. Results indicate higher recovery and lower energy use than conventional routes.,IIT Bombay,2022,Published,,SYNTHETIC-DEMO,True
SYN-00739,paper,Novel nickel alloy and cathode materials for battery and magnet applications,This paper describes a nickel alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,IIT Bombay,2015,Published,,SYNTHETIC-DEMO,True
SYN-00740,paper,Improved froth flotation and magnetic separation process for beneficiation of rare earth ore,This paper describes a froth flotation and magnetic separation process for beneficiation of rare earth ore. Results indicate higher recovery and lower energy use than conventional routes.,IIT Bombay,2018,Published,,SYNTHETIC-DEMO,True
SYN-00741,patent,Energy-efficient froth flotation and magnetic separation process for beneficiation of rare earth ore,This patent describes a froth flotation and magnetic separation process for beneficiation of rare earth ore. Results indicate higher recovery and lower energy use than conventional routes.,IIT Bombay,2017,Published,,SYNTHETIC-DEMO,True
SYN-00742,patent,Low-cost open-pit mining planning method for vanadium ore bodies,This patent describes a open-pit mining planning method for vanadium ore bodies. Results indicate higher recovery and lower energy use than conventional routes.,IIT Kharagpur,2019,Published,,SYNTHETIC-DEMO,True
SYN-00743,patent,Energy-efficient hydrometallurgy route using acid leaching and solvent extraction for nickel refining,This patent describes a hydrometallurgy route using acid leaching and solvent extraction for nickel refining. Results indicate higher recovery and lower energy use than conventional routes.,NFTDC,2022,Under examination,,SYNTHETIC-DEMO,True
SYN-00744,patent,Low-cost cobalt alloy and cathode materials for battery and magnet applications,This patent describes a cobalt alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,IIT Madras,2021,Published,,SYNTHETIC-DEMO,True
SYN-00745,paper,Novel lithium alloy and cathode materials for battery and magnet applications,This paper describes a lithium alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,IISc Bangalore,2025,Published,,SYNTHETIC-DEMO,True
SYN-00746,patent,Improved graphite alloy and cathode materials for battery and magnet applications,This patent describes a graphite alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,CSIR-NML,2014,Under examination,,SYNTHETIC-DEMO,True
SYN-00747,patent,Improved open-pit mining planning method for nickel ore bodies,This patent describes a open-pit mining planning method for nickel ore bodies. Results indicate higher recovery and lower energy use than conventional routes.,IIT Bombay,2014,Abandoned,,SYNTHETIC-DEMO,True
SYN-00748,patent,Scalable recycling process for cobalt recovery from spent batteries and e-waste,This patent describes a recycling process for cobalt recovery from spent batteries and e-waste. Results indicate higher recovery and lower energy use than conventional routes.,IISc Bangalore,2017,Published,,SYNTHETIC-DEMO,True
SYN-00749,patent,Improved froth flotation and magnetic separation process for beneficiation of graphite ore,This patent describes a froth flotation and magnetic separation process for beneficiation of graphite ore. Results indicate higher recovery and lower energy use than conventional routes.,BARC,2020,Under examination,,SYNTHETIC-DEMO,True
SYN-00750,patent,Improved lithium alloy and cathode materials for battery and magnet applications,This patent describes a lithium alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,IISc Bangalore,2017,Under examination,,SYNTHETIC-DEMO,True
SYN-00751,patent,Energy-efficient froth flotation and magnetic separation process for beneficiation of nickel ore,This patent describes a froth flotation and magnetic separation process for beneficiation of nickel ore. Results indicate higher recovery and lower energy use than conventional routes.,NMDC R&D Centre,2017,Granted,,SYNTHETIC-DEMO,True
SYN-00752,patent,Low-cost lithium alloy and cathode materials for battery and magnet applications,This patent describes a lithium alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,IIT Madras,2019,Published,,SYNTHETIC-DEMO,True
SYN-00753,patent,Selective geochemical survey and remote sensing approach for cobalt exploration,This patent describes a geochemical survey and remote sensing approach for cobalt exploration. Results indicate higher recovery and lower energy use than conventional routes.,IIT Madras,2023,Published,,SYNTHETIC-DEMO,True
SYN-00754,paper,Low-cost froth flotation and magnetic separation process for beneficiation of cobalt ore,This paper describes a froth flotation and magnetic separation process for beneficiation of cobalt ore. Results indicate higher recovery and lower energy use than conventional routes.,BARC,2019,Published,,SYNTHETIC-DEMO,True
SYN-00755,paper,Improved nickel alloy and cathode materials for battery and magnet applications,This paper describes a nickel alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,IISc Bangalore,2020,Published,,SYNTHETIC-DEMO,True
SYN-00756,patent,Selective geochemical survey and remote sensing approach for cobalt exploration,This patent describes a geochemical survey and remote sensing approach for cobalt exploration. Results indicate higher recovery and lower energy use than conventional routes.,KABIL,2023,Published,,SYNTHETIC-DEMO,True
SYN-00757,patent,Selective recycling process for nickel recovery from spent batteries and e-waste,This patent describes a recycling process for nickel recovery from spent batteries and e-waste. Results indicate higher recovery and lower energy use than conventional routes.,CSIR-IMMT,2022,Published,,SYNTHETIC-DEMO,True
SYN-00758,paper,Selective vanadium alloy and cathode materials for battery and magnet applications,This paper describes a vanadium alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,NFTDC,2020,Published,,SYNTHETIC-DEMO,True
SYN-00759,project,Low-cost lithium alloy and cathode materials for battery and magnet applications,This project describes a lithium alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,IIT Madras,2020,Ongoing,,SYNTHETIC-DEMO,True
SYN-00760,paper,Novel rare earth alloy and cathode materials for battery and magnet applications,This paper describes a rare earth alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,IIT Bombay,2022,Published,,SYNTHETIC-DEMO,True
SYN-00761,paper,Selective open-pit mining planning method for graphite ore bodies,This paper describes a open-pit mining planning method for graphite ore bodies. Results indicate higher recovery and lower energy use than conventional routes.,CSIR-NML,2015,Published,,SYNTHETIC-DEMO,True
SYN-00762,paper,Scalable froth flotation and magnetic separation process for beneficiation of rare earth ore,This paper describes a froth flotation and magnetic separation process for beneficiation of rare earth ore. Results indicate higher recovery and lower energy use than conventional routes.,IREL,2015,Published,,SYNTHETIC-DEMO,True
SYN-00763,paper,Novel hydrometallurgy route using acid leaching and solvent extraction for graphite refining,This paper describes a hydrometallurgy route using acid leaching and solvent extraction for graphite refining. Results indicate higher recovery and lower energy use than conventional routes.,CSIR-NML,2025,Published,,SYNTHETIC-DEMO,True
SYN-00764,patent,Improved geochemical survey and remote sensing approach for lithium exploration,This patent describes a geochemical survey and remote sensing approach for lithium exploration. Results indicate higher recovery and lower energy use than conventional routes.,IIT Bombay,2022,Granted,,SYNTHETIC-DEMO,True
SYN-00765,project,Improved graphite alloy and cathode materials for battery and magnet applications,This project describes a graphite alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,IIT Kharagpur,2012,Completed,,SYNTHETIC-DEMO,True
SYN-00766,patent,Scalable hydrometallurgy route using acid leaching and solvent extraction for vanadium refining,This patent describes a hydrometallurgy route using acid leaching and solvent extraction for vanadium refining. Results indicate higher recovery and lower energy use than conventional routes.,NFTDC,2018,Under examination,,SYNTHETIC-DEMO,True
SYN-00767,patent,Energy-efficient hydrometallurgy route using acid leaching and solvent extraction for lithium refining,This patent describes a hydrometallurgy route using acid leaching and solvent extraction for lithium refining. Results indicate higher recovery and lower energy use than conventional routes.,KABIL,2015,Granted,,SYNTHETIC-DEMO,True
SYN-00768,paper,Selective geochemical survey and remote sensing approach for lithium exploration,This paper describes a geochemical survey and remote sensing approach for lithium exploration. Results indicate higher recovery and lower energy use than conventional routes.,KABIL,2017,Published,,SYNTHETIC-DEMO,True
SYN-00769,patent,Scalable hydrometallurgy route using acid leaching and solvent extraction for lithium refining,This patent describes a hydrometallurgy route using acid leaching and solvent extraction for lithium refining. Results indicate higher recovery and lower energy use than conventional routes.,IIT Kharagpur,2024,Under examination,,SYNTHETIC-DEMO,True
SYN-00770,paper,Improved graphite alloy and cathode materials for battery and magnet applications,This paper describes a graphite alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,IIT Kharagpur,2020,Published,,SYNTHETIC-DEMO,True
SYN-00771,patent,Selective lithium alloy and cathode materials for battery and magnet applications,This patent describes a lithium alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,IREL,2023,Under examination,,SYNTHETIC-DEMO,True
SYN-00772,patent,Scalable geochemical survey and remote sensing approach for lithium exploration,This patent describes a geochemical survey and remote sensing approach for lithium exploration. Results indicate higher recovery and lower energy use than conventional routes.,IIT (ISM) Dhanbad,2012,Published,,SYNTHETIC-DEMO,True
SYN-00773,paper,Low-cost open-pit mining planning method for nickel ore bodies,This paper describes a open-pit mining planning method for nickel ore bodies. Results indicate higher recovery and lower energy use than conventional routes.,IIT Madras,2024,Published,,SYNTHETIC-DEMO,True
SYN-00774,paper,Low-cost open-pit mining planning method for nickel ore bodies,This paper describes a open-pit mining planning method for nickel ore bodies. Results indicate higher recovery and lower energy use than conventional routes.,NMDC R&D Centre,2022,Published,,SYNTHETIC-DEMO,True
SYN-00775,patent,Scalable hydrometallurgy route using acid leaching and solvent extraction for rare earth refining,This patent describes a hydrometallurgy route using acid leaching and solvent extraction for rare earth refining. Results indicate higher recovery and lower energy use than conventional routes.,CSIR-IMMT,2016,Abandoned,,SYNTHETIC-DEMO,True
SYN-00776,paper,Scalable hydrometallurgy route using acid leaching and solvent extraction for nickel refining,This paper describes a hydrometallurgy route using acid leaching and solvent extraction for nickel refining. Results indicate higher recovery and lower energy use than conventional routes.,CSIR-IMMT,2025,Published,,SYNTHETIC-DEMO,True
SYN-00777,project,Improved hydrometallurgy route using acid leaching and solvent extraction for cobalt refining,This project describes a hydrometallurgy route using acid leaching and solvent extraction for cobalt refining. Results indicate higher recovery and lower energy use than conventional routes.,IIT Bombay,2020,Completed,,SYNTHETIC-DEMO,True
SYN-00778,patent,Improved geochemical survey and remote sensing approach for nickel exploration,This patent describes a geochemical survey and remote sensing approach for nickel exploration. Results indicate higher recovery and lower energy use than conventional routes.,CSIR-IMMT,2023,Under examination,,SYNTHETIC-DEMO,True
SYN-00779,patent,Scalable hydrometallurgy route using acid leaching and solvent extraction for graphite refining,This patent describes a hydrometallurgy route using acid leaching and solvent extraction for graphite refining. Results indicate higher recovery and lower energy use than conventional routes.,NFTDC,2023,Under examination,,SYNTHETIC-DEMO,True
SYN-00780,patent,Improved open-pit mining planning method for nickel ore bodies,This patent describes a open-pit mining planning method for nickel ore bodies. Results indicate higher recovery and lower energy use than conventional routes.,NMDC R&D Centre,2012,Published,,SYNTHETIC-DEMO,True
SYN-00781,patent,Selective open-pit mining planning method for rare earth ore bodies,This patent describes a open-pit mining planning method for rare earth ore bodies. Results indicate higher recovery and lower energy use than conventional routes.,BARC,2023,Published,,SYNTHETIC-DEMO,True
SYN-00782,patent,Novel hydrometallurgy route using acid leaching and solvent extraction for nickel refining,This patent describes a hydrometallurgy route using acid leaching and solvent extraction for nickel refining. Results indicate higher recovery and lower energy use than conventional routes.,KABIL,2019,Granted,,SYNTHETIC-DEMO,True
SYN-00783,patent,Selective hydrometallurgy route using acid leaching and solvent extraction for cobalt refining,This patent describes a hydrometallurgy route using acid leaching and solvent extraction for cobalt refining. Results indicate higher recovery and lower energy use than conventional routes.,IISc Bangalore,2016,Published,,SYNTHETIC-DEMO,True
SYN-00784,paper,Improved cobalt alloy and cathode materials for battery and magnet applications,This paper describes a cobalt alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,IISc Bangalore,2021,Published,,SYNTHETIC-DEMO,True
SYN-00785,project,Scalable hydrometallurgy route using acid leaching and solvent extraction for nickel refining,This project describes a hydrometallurgy route using acid leaching and solvent extraction for nickel refining. Results indicate higher recovery and lower energy use than conventional routes.,NFTDC,2024,Completed,,SYNTHETIC-DEMO,True
SYN-00786,patent,Improved graphite alloy and cathode materials for battery and magnet applications,This patent describes a graphite alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,IIT (ISM) Dhanbad,2019,Published,,SYNTHETIC-DEMO,True
SYN-00787,paper,Energy-efficient froth flotation and magnetic separation process for beneficiation of rare earth ore,This paper describes a froth flotation and magnetic separation process for beneficiation of rare earth ore. Results indicate higher recovery and lower energy use than conventional routes.,BARC,2016,Published,,SYNTHETIC-DEMO,True
SYN-00788,patent,Improved open-pit mining planning method for rare earth ore bodies,This patent describes a open-pit mining planning method for rare earth ore bodies. Results indicate higher recovery and lower energy use than conventional routes.,IIT Kharagpur,2012,Under examination,,SYNTHETIC-DEMO,True
SYN-00789,paper,Energy-efficient geochemical survey and remote sensing approach for rare earth exploration,This paper describes a geochemical survey and remote sensing approach for rare earth exploration. Results indicate higher recovery and lower energy use than conventional routes.,KABIL,2019,Published,,SYNTHETIC-DEMO,True
SYN-00790,patent,Energy-efficient froth flotation and magnetic separation process for beneficiation of rare earth ore,This patent describes a froth flotation and magnetic separation process for beneficiation of rare earth ore. Results indicate higher recovery and lower energy use than conventional routes.,CSIR-IMMT,2020,Abandoned,,SYNTHETIC-DEMO,True
SYN-00791,patent,Low-cost hydrometallurgy route using acid leaching and solvent extraction for cobalt refining,This patent describes a hydrometallurgy route using acid leaching and solvent extraction for cobalt refining. Results indicate higher recovery and lower energy use than conventional routes.,NFTDC,2014,Published,,SYNTHETIC-DEMO,True
SYN-00792,patent,Selective hydrometallurgy route using acid leaching and solvent extraction for rare earth refining,This patent describes a hydrometallurgy route using acid leaching and solvent extraction for rare earth refining. Results indicate higher recovery and lower energy use than conventional routes.,IISc Bangalore,2016,Published,,SYNTHETIC-DEMO,True
SYN-00793,patent,Novel hydrometallurgy route using acid leaching and solvent extraction for cobalt refining,This patent describes a hydrometallurgy route using acid leaching and solvent extraction for cobalt refining. Results indicate higher recovery and lower energy use than conventional routes.,NFTDC,2024,Abandoned,,SYNTHETIC-DEMO,True
SYN-00794,paper,Low-cost graphite alloy and cathode materials for battery and magnet applications,This paper describes a graphite alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,CSIR-IMMT,2023,Published,,SYNTHETIC-DEMO,True
SYN-00795,patent,Improved nickel alloy and cathode materials for battery and magnet applications,This patent describes a nickel alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,KABIL,2013,Published,,SYNTHETIC-DEMO,True
SYN-00796,paper,Improved hydrometallurgy route using acid leaching and solvent extraction for nickel refining,This paper describes a hydrometallurgy route using acid leaching and solvent extraction for nickel refining. Results indicate higher recovery and lower energy use than conventional routes.,IISc Bangalore,2018,Published,,SYNTHETIC-DEMO,True
SYN-00797,paper,Novel recycling process for cobalt recovery from spent batteries and e-waste,This paper describes a recycling process for cobalt recovery from spent batteries and e-waste. Results indicate higher recovery and lower energy use than conventional routes.,BARC,2022,Published,,SYNTHETIC-DEMO,True
SYN-00798,paper,Novel hydrometallurgy route using acid leaching and solvent extraction for rare earth refining,This paper describes a hydrometallurgy route using acid leaching and solvent extraction for rare earth refining. Results indicate higher recovery and lower energy use than conventional routes.,CSIR-IMMT,2022,Published,,SYNTHETIC-DEMO,True
SYN-00799,paper,Improved hydrometallurgy route using acid leaching and solvent extraction for nickel refining,This paper describes a hydrometallurgy route using acid leaching and solvent extraction for nickel refining. Results indicate higher recovery and lower energy use than conventional routes.,IISc Bangalore,2016,Published,,SYNTHETIC-DEMO,True
SYN-00800,project,Scalable froth flotation and magnetic separation process for beneficiation of lithium ore,This project describes a froth flotation and magnetic separation process for beneficiation of lithium ore. Results indicate higher recovery and lower energy use than conventional routes.,IIT Bombay,2020,Ongoing,,SYNTHETIC-DEMO,True
SYN-00801,patent,Novel rare earth alloy and cathode materials for battery and magnet applications,This patent describes a rare earth alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,NFTDC,2024,Under examination,,SYNTHETIC-DEMO,True
SYN-00802,patent,Novel open-pit mining planning method for vanadium ore bodies,This patent describes a open-pit mining planning method for vanadium ore bodies. Results indicate higher recovery and lower energy use than conventional routes.,NMDC R&D Centre,2020,Published,,SYNTHETIC-DEMO,True
SYN-00803,paper,Selective hydrometallurgy route using acid leaching and solvent extraction for lithium refining,This paper describes a hydrometallurgy route using acid leaching and solvent extraction for lithium refining. Results indicate higher recovery and lower energy use than conventional routes.,NFTDC,2016,Published,,SYNTHETIC-DEMO,True
SYN-00804,project,Scalable rare earth alloy and cathode materials for battery and magnet applications,This project describes a rare earth alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,NMDC R&D Centre,2020,Ongoing,,SYNTHETIC-DEMO,True
SYN-00805,paper,Improved recycling process for rare earth recovery from spent batteries and e-waste,This paper describes a recycling process for rare earth recovery from spent batteries and e-waste. Results indicate higher recovery and lower energy use than conventional routes.,KABIL,2021,Published,,SYNTHETIC-DEMO,True
SYN-00806,project,Scalable hydrometallurgy route using acid leaching and solvent extraction for rare earth refining,This project describes a hydrometallurgy route using acid leaching and solvent extraction for rare earth refining. Results indicate higher recovery and lower energy use than conventional routes.,NFTDC,2019,Ongoing,,SYNTHETIC-DEMO,True
SYN-00807,project,Energy-efficient graphite alloy and cathode materials for battery and magnet applications,This project describes a graphite alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,IIT Kharagpur,2023,Completed,,SYNTHETIC-DEMO,True
SYN-00808,paper,Scalable lithium alloy and cathode materials for battery and magnet applications,This paper describes a lithium alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,IIT (ISM) Dhanbad,2023,Published,,SYNTHETIC-DEMO,True
SYN-00809,patent,Energy-efficient hydrometallurgy route using acid leaching and solvent extraction for nickel refining,This patent describes a hydrometallurgy route using acid leaching and solvent extraction for nickel refining. Results indicate higher recovery and lower energy use than conventional routes.,CSIR-NML,2021,Under examination,,SYNTHETIC-DEMO,True
SYN-00810,paper,Low-cost geochemical survey and remote sensing approach for rare earth exploration,This paper describes a geochemical survey and remote sensing approach for rare earth exploration. Results indicate higher recovery and lower energy use than conventional routes.,KABIL,2016,Published,,SYNTHETIC-DEMO,True
SYN-00811,paper,Selective open-pit mining planning method for lithium ore bodies,This paper describes a open-pit mining planning method for lithium ore bodies. Results indicate higher recovery and lower energy use than conventional routes.,IIT Bombay,2023,Published,,SYNTHETIC-DEMO,True
SYN-00812,patent,Scalable hydrometallurgy route using acid leaching and solvent extraction for cobalt refining,This patent describes a hydrometallurgy route using acid leaching and solvent extraction for cobalt refining. Results indicate higher recovery and lower energy use than conventional routes.,NMDC R&D Centre,2015,Granted,,SYNTHETIC-DEMO,True
SYN-00813,paper,Scalable froth flotation and magnetic separation process for beneficiation of graphite ore,This paper describes a froth flotation and magnetic separation process for beneficiation of graphite ore. Results indicate higher recovery and lower energy use than conventional routes.,NMDC R&D Centre,2013,Published,,SYNTHETIC-DEMO,True
SYN-00814,patent,Low-cost lithium alloy and cathode materials for battery and magnet applications,This patent describes a lithium alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,IIT Madras,2022,Published,,SYNTHETIC-DEMO,True
SYN-00815,patent,Selective geochemical survey and remote sensing approach for rare earth exploration,This patent describes a geochemical survey and remote sensing approach for rare earth exploration. Results indicate higher recovery and lower energy use than conventional routes.,KABIL,2020,Under examination,,SYNTHETIC-DEMO,True
SYN-00816,patent,Novel open-pit mining planning method for vanadium ore bodies,This patent describes a open-pit mining planning method for vanadium ore bodies. Results indicate higher recovery and lower energy use than conventional routes.,CSIR-NML,2024,Under examination,,SYNTHETIC-DEMO,True
SYN-00817,paper,Low-cost lithium alloy and cathode materials for battery and magnet applications,This paper describes a lithium alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,IISc Bangalore,2018,Published,,SYNTHETIC-DEMO,True
SYN-00818,paper,Scalable hydrometallurgy route using acid leaching and solvent extraction for cobalt refining,This paper describes a hydrometallurgy route using acid leaching and solvent extraction for cobalt refining. Results indicate higher recovery and lower energy use than conventional routes.,KABIL,2020,Published,,SYNTHETIC-DEMO,True
SYN-00819,patent,Novel geochemical survey and remote sensing approach for rare earth exploration,This patent describes a geochemical survey and remote sensing approach for rare earth exploration. Results indicate higher recovery and lower energy use than conventional routes.,CSIR-NML,2020,Published,,SYNTHETIC-DEMO,True
SYN-00820,patent,Novel froth flotation and magnetic separation process for beneficiation of nickel ore,This patent describes a froth flotation and magnetic separation process for beneficiation of nickel ore. Results indicate higher recovery and lower energy use than conventional routes.,IIT Kharagpur,2017,Published,,SYNTHETIC-DEMO,True
SYN-00821,paper,Scalable rare earth alloy and cathode materials for battery and magnet applications,This paper describes a rare earth alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,NMDC R&D Centre,2018,Published,,SYNTHETIC-DEMO,True
SYN-00822,paper,Selective geochemical survey and remote sensing approach for lithium exploration,This paper describes a geochemical survey and remote sensing approach for lithium exploration. Results indicate higher recovery and lower energy use than conventional routes.,CSIR-NML,2022,Published,,SYNTHETIC-DEMO,True
SYN-00823,paper,Low-cost hydrometallurgy route using acid leaching and solvent extraction for rare earth refining,This paper describes a hydrometallurgy route using acid leaching and solvent extraction for rare earth refining. Results indicate higher recovery and lower energy use than conventional routes.,NFTDC,2014,Published,,SYNTHETIC-DEMO,True
SYN-00824,paper,Novel cobalt alloy and cathode materials for battery and magnet applications,This paper describes a cobalt alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,IIT Madras,2023,Published,,SYNTHETIC-DEMO,True
SYN-00825,patent,Scalable open-pit mining planning method for rare earth ore bodies,This patent describes a open-pit mining planning method for rare earth ore bodies. Results indicate higher recovery and lower energy use than conventional routes.,IIT Kharagpur,2015,Published,,SYNTHETIC-DEMO,True
SYN-00826,patent,Energy-efficient geochemical survey and remote sensing approach for graphite exploration,This patent describes a geochemical survey and remote sensing approach for graphite exploration. Results indicate higher recovery and lower energy use than conventional routes.,KABIL,2023,Published,,SYNTHETIC-DEMO,True
SYN-00827,patent,Scalable geochemical survey and remote sensing approach for nickel exploration,This patent describes a geochemical survey and remote sensing approach for nickel exploration. Results indicate higher recovery and lower energy use than conventional routes.,IIT (ISM) Dhanbad,2021,Abandoned,,SYNTHETIC-DEMO,True
SYN-00828,patent,Selective hydrometallurgy route using acid leaching and solvent extraction for cobalt refining,This patent describes a hydrometallurgy route using acid leaching and solvent extraction for cobalt refining. Results indicate higher recovery and lower energy use than conventional routes.,NFTDC,2019,Granted,,SYNTHETIC-DEMO,True
SYN-00829,paper,Low-cost open-pit mining planning method for rare earth ore bodies,This paper describes a open-pit mining planning method for rare earth ore bodies. Results indicate higher recovery and lower energy use than conventional routes.,IIT Madras,2017,Published,,SYNTHETIC-DEMO,True
SYN-00830,patent,Scalable hydrometallurgy route using acid leaching and solvent extraction for graphite refining,This patent describes a hydrometallurgy route using acid leaching and solvent extraction for graphite refining. Results indicate higher recovery and lower energy use than conventional routes.,IISc Bangalore,2022,Under examination,,SYNTHETIC-DEMO,True
SYN-00831,patent,Energy-efficient hydrometallurgy route using acid leaching and solvent extraction for vanadium refining,This patent describes a hydrometallurgy route using acid leaching and solvent extraction for vanadium refining. Results indicate higher recovery and lower energy use than conventional routes.,CSIR-NML,2022,Published,,SYNTHETIC-DEMO,True
SYN-00832,project,Energy-efficient froth flotation and magnetic separation process for beneficiation of lithium ore,This project describes a froth flotation and magnetic separation process for beneficiation of lithium ore. Results indicate higher recovery and lower energy use than conventional routes.,IIT Bombay,2018,Completed,,SYNTHETIC-DEMO,True
SYN-00833,project,Energy-efficient rare earth alloy and cathode materials for battery and magnet applications,This project describes a rare earth alloy and cathode materials for battery and magnet applications. Results indicate higher recovery and lower energy use than conventional routes.,IIT Kharagpur,2015,Ongoing,,SYNTHETIC-DEMO,True
SYN-00834,patent,Selective hydrometallurgy route using acid leaching and solvent extraction for lithium refining,This patent describes a hydrometallurgy route using acid leaching and solvent extraction for lithium refining. Results indicate higher recovery and lower energy use than conventional routes.,IIT Bombay,2023,Published,,SYNTHETIC-DEMO,True
